Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,Hundred,Fifty,Zero,Fours,Sixes,Cluster
CD Wallace ,2012-2015,8,5,3,63,26,31.5,49,128.57,0,0,0,7,0,4
AR Patel ,2015-2016,7,5,2,62,20,20.66,50,124,0,0,0,2,3,4
AN Cook ,2007-2009,4,4,0,61,26,15.25,54,112.96,0,0,0,10,0,4
PD McGlashan ,2006-2010,11,9,1,61,26,7.62,64,95.31,0,0,0,6,2,4
PM Seelaar ,2008-2016,36,15,4,61,9,5.54,71,85.91,0,0,1,3,1,4
JWM Dalrymple ,2006-2007,3,3,0,60,32,20,57,105.26,0,0,0,6,0,4
LM Jongwe ,2015-2016,8,7,0,60,34,8.57,65,92.3,0,0,2,4,1,4
N Madziva ,2015-2016,9,7,4,60,28,20,50,120,0,0,1,4,3,4
Mominul Haque ,2012-2014,6,4,1,60,26,20,50,120,0,0,0,5,2,4
P Mustard ,2008-2008,2,2,0,60,40,30,37,162.16,0,0,0,5,4,4
Zeeshan Siddiqui ,2015-2015,5,5,1,60,33,15,63,95.23,0,0,0,7,0,4
PS Airee ,2015-2015,7,7,0,59,29,8.42,53,111.32,0,0,3,8,0,4
Dawlat Zadran ,2012-2016,29,15,7,59,13,7.37,37,159.45,0,0,3,4,5,4
DR Flynn ,2008-2012,5,5,0,59,23,11.8,51,115.68,0,0,0,1,4,4
CJO Smith ,2007-2009,8,6,1,58,46,11.6,54,107.4,0,0,3,6,0,4
Alok Kapali ,2007-2011,7,7,2,57,19,11.4,85,67.05,0,0,2,3,1,4
Sohag Gazi ,2012-2015,10,7,3,57,24,14.25,59,96.61,0,0,0,3,1,4
JM How ,2007-2008,5,5,0,56,31,11.2,67,83.58,0,0,0,5,1,4
SMSM Senanayake ,2012-2016,24,12,6,56,17,9.33,66,84.84,0,0,2,3,1,4
N Deonarine ,2010-2013,8,7,2,55,36,11,53,103.77,0,0,3,5,0,4
GB Hogg ,2006-2014,15,4,0,55,41,13.75,39,141.02,0,0,0,3,3,4
SO Ngoche ,2010-2013,19,12,4,55,38,6.87,70,78.57,0,0,2,2,2,4
HS Baidwan ,2008-2013,17,11,2,54,21,6,52,103.84,0,0,4,4,1,4
GD Drummond ,2008-2013,17,7,0,54,35,7.71,65,83.07,0,0,2,3,0,4
Nurul Hasan ,2016-2016,6,5,2,54,30,18,43,125.58,0,0,1,7,0,4
Usman Limbada ,2010-2013,7,3,2,53,21,53,41,129.26,0,0,0,6,0,4
RP Magar ,2014-2015,6,6,0,52,25,8.66,89,58.42,0,0,1,0,3,4
S Prasanna ,2013-2016,8,8,2,52,21,8.66,46,113.04,0,0,0,4,2,4
IS Billcliff ,2010-2010,2,2,0,51,37,25.5,39,130.76,0,0,0,3,2,4
NM Coulter-Nile ,2013-2016,17,7,2,51,16,10.2,43,118.6,0,0,2,1,5,4
TGJ Gruijters ,2012-2013,8,5,3,51,21,25.5,47,108.51,0,0,0,3,1,4
Raqibul Hasan ,2008-2010,5,5,0,51,18,10.2,62,82.25,0,0,0,3,1,4
HA Varaiya ,2007-2013,25,12,11,51,18,51,81,62.96,0,0,0,1,0,4
Hamid Hassan ,2010-2016,22,9,6,50,22,16.66,46,108.69,0,0,0,3,2,4
Mohammad Yousuf ,2006-2010,3,3,0,50,26,16.66,43,116.27,0,0,0,5,1,4
U Bhatti ,2008-2010,7,7,3,49,12,12.25,48,102.08,0,0,0,3,1,4
CU Jayasinghe ,2009-2010,5,3,2,49,38,49,49,100,0,0,0,3,1,4
Liton Das ,2015-2015,3,3,0,49,22,16.33,45,108.88,0,0,0,3,1,4
SD Outerbridge ,2008-2008,3,3,1,49,37,24.5,51,96.07,0,0,0,2,1,4
DA Rankin ,2015-2016,2,2,0,49,34,24.5,54,90.74,0,0,0,3,2,4
Rashid Khan ,2015-2016,14,5,3,49,15,24.5,36,136.11,0,0,0,4,3,4
K Weeraratne ,2008-2009,5,5,2,49,20,16.33,45,108.88,0,0,0,4,1,4
BKG Mendis ,2016-2016,3,3,0,48,22,16,36,133.33,0,0,0,3,3,4
S Bau ,2016-2016,3,3,0,47,25,15.66,46,102.17,0,0,1,0,3,4
Junaid Siddiqui ,2012-2013,8,6,2,47,21,11.75,39,120.51,0,0,1,2,2,4
IA Karim ,2013-2013,7,7,0,47,15,6.71,82,57.31,0,0,2,2,1,4
KM Dabengwa ,2006-2010,8,7,3,46,16,11.5,40,115,0,0,0,4,2,4
JW Hastings ,2010-2016,9,6,2,46,15,11.5,37,124.32,0,0,0,3,1,4
MM Iqbal ,2012-2013,6,3,0,46,31,15.33,45,102.22,0,0,0,4,1,4
NM Odhiambo ,2010-2013,8,5,2,46,26,15.33,72,63.88,0,0,1,4,1,4
JJ van der Wath ,2006-2007,8,4,1,46,21,15.33,39,117.94,0,0,0,3,1,4
MD Dai ,2015-2016,6,5,0,45,19,9,70,64.28,0,0,0,1,0,4
JH Davey ,2012-2016,11,5,1,45,24,11.25,34,132.35,0,0,0,2,2,4
Haris Sohail ,2013-2015,4,4,1,45,30,15,49,91.83,0,0,0,1,1,4
Haseeb Amjad ,2014-2016,18,10,6,45,12,11.25,45,100,0,0,0,3,1,4
JM Davison ,2008-2010,5,5,0,44,19,8.8,40,110,0,0,2,2,3,4
CH Morris ,2012-2016,11,5,2,44,17,14.66,39,112.82,0,0,1,4,1,4
Saad Nasim ,2014-2014,3,2,0,44,25,22,53,83.01,0,0,0,0,1,4
GJ Thompson ,2016-2016,1,1,0,44,44,44,32,137.5,0,0,0,7,0,4
S Badrinath ,2011-2011,1,1,0,43,43,43,37,116.21,0,0,0,5,0,4
NO Miller ,2009-2014,9,5,4,43,15,43,47,91.48,0,0,0,2,0,4
SM Sharif ,2012-2016,20,8,3,43,26,8.6,38,113.15,0,0,2,4,0,4
TP Ura ,2015-2015,3,3,0,43,32,14.33,38,113.15,0,0,0,5,1,4
Amjad Ali ,2014-2015,5,5,1,42,20,10.5,52,80.76,0,0,0,6,0,4
NG Jones ,2010-2012,5,4,2,42,14,21,38,110.52,0,0,1,1,2,4
AT Rayudu ,2014-2016,6,5,1,42,20,10.5,50,84,0,0,2,5,0,4
Abdur Razzak ,2006-2014,34,20,10,41,9,4.1,74,55.4,0,0,5,1,0,4
K Jethi ,2008-2008,5,5,1,41,24,10.25,59,69.49,0,0,1,0,2,4
Mohammad Amir ,2009-2016,31,8,3,41,21,8.2,51,80.39,0,0,1,1,2,4
K Pala ,2015-2015,2,2,1,41,22,41,30,136.66,0,0,0,4,2,4
GH Dockrell ,2010-2016,39,10,3,40,10,5.71,41,97.56,0,0,3,2,1,4
MJ Santner ,2015-2016,10,7,1,40,18,6.66,47,85.1,0,0,1,3,0,4
